Producto,País,Ciudad,Cantidad_total_sacos,Devolución,Moneda,Pedido_ID,Fecha_Pedido,Cliente,Línea_Producto,Venta_Total,Canal_Venta,Costo_Envío,Ruta,Transportista,Devoluciones,Satisfacción_Cliente,Distribuidora,Contacto_Comercial,Tipo_Cliente,Incoterm,Medio_Transporte,Nro_Contenedor,Puerto_Salida
Harina pastelera premium (50 kg),Venezuela,Caracas,311,No,USD,10293,2024-09-09,Panadería El Ávila,Pastelera,4946.06,Tienda física,173.07,Ruta Sur,FedEx,3,2,Harinas Express,Pedro Castillo,Exportación,CIF,Marítimo,CONT-538756,Matarani
Harina pastelera premium (50 kg),Perú,Trujillo,348,No,PEN,10306,2024-10-14,Supermercado Túpac Amaru,Pastelera,3525.6,Distribuidor,267.65,Ruta Norte,DHL,4,4,Harinas Express,Luis Gutiérrez,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Venezuela,Caracas,219,No,USD,10315,2024-10-29,Supermercado Orinoco,Pastelera,3602.16,Distribuidor,175.12,Ruta Centro,DHL,2,4,Logística Norte SAC,Andrés Quispe,Exportación,DAP,Marítimo,CONT-843130,Paita
Harina pastelera premium (50 kg),Perú,Piura,274,No,PEN,10326,2024-11-09,Bodega San Martín,Pastelera,4300.5,Tienda física,169.68,Ruta Centro,UPS,3,4,Harinas Express,Andrés Quispe,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Panamá,Colón,394,No,USD,10337,2024-11-21,Panadería Panamá Viejo,Pastelera,4498.19,Distribuidor,74.73,Ruta Centro,DHL,4,4,Harinas Express,Luis Gutiérrez,Exportación,CIF,Marítimo,CONT-102577,Matarani
Harina pastelera premium (50 kg),Chile,Santiago,381,Sí,USD,10350,2024-12-02,Distribuidora Andina Chile,Pastelera,3023.1,Distribuidor,66.54,Ruta Norte,FedEx,1,3,TransHarinas SAC,Diego Chávez,Exportación,DAP,Marítimo,CONT-813019,Paita
Harina pastelera premium (50 kg),Perú,Trujillo,382,No,PEN,10372,2024-01-26,Panadería El Trigal,Pastelera,3562.49,Online,276.62,Ruta Centro,FedEx,2,2,Distribuciones Santa Clara,Luis Gutiérrez,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Guatemala,Quetzaltenango,240,No,USD,10383,2024-02-22,Panadería Chapina,Pastelera,1640.24,Tienda física,111.79,Ruta Sur,DHL,0,1,TransHarinas SAC,Rosa Fernández,Exportación,CIF,Marítimo,CONT-178589,Matarani
Harina pastelera premium (50 kg),Perú,Lima,208,No,PEN,10396,2024-03-23,Panificadora InkaPan,Pastelera,4739.4,Tienda física,124.18,Ruta Norte,DHL,0,3,Distribuciones Santa Clara,Carmen Vásquez,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Guatemala,Quetzaltenango,320,No,USD,10414,2024-05-06,Panadería Chapina,Pastelera,1207.68,Distribuidor,232.75,Ruta Norte,UPS,4,1,Distribuidora Andina Sur,Lucía Ramírez,Exportación,DAP,Marítimo,CONT-735094,Matarani
Harina galletera especial (50 kg),Colombia,Medellín,202,No,USD,10103,2024-01-29,Supermercado Cafetal,Galletera,4228.2,Tienda física,114.87,Ruta Centro,UPS,3,1,Distribuciones Santa Clara,Ana Rojas,Exportación,CIF,Aéreo,CONT-896279,Matarani
Harina galletera especial (50 kg),Perú,Piura,384,No,PEN,10114,2024-04-01,Pastelería La Estrella,Galletera,4815.45,Online,286.58,Ruta Sur,FedEx,1,5,Logística Integral Perú,Miguel Sánchez,Nacional,,Terrestre,,
Harina galletera especial (50 kg),Perú,Lima,291,No,PEN,10126,2024-05-28,Panadería El Trigal,Galletera,7083.0,Online,226.62,Ruta Norte,UPS,4,2,Logística Norte SAC,Pedro Castillo,Nacional,,Terrestre,,
Harina galletera especial (50 kg),Perú,Chiclayo,388,Sí,PEN,10140,2024-07-24,Panadería El Trigal,Galletera,4601.2,Online,187.28,Ruta Centro,DHL,1,3,Harinas Express,Diego Chávez,Nacional,,Terrestre,,
Harina galletera especial (50 kg),Colombia,Medellín,393,Sí,USD,10150,2024-09-19,Pastelería Antioqueña,Galletera,6467.02,Tienda física,266.65,Ruta Sur,FedEx,1,2,Distribuciones Santa Clara,Diego Chávez,Exportación,DAP,Aéreo,CONT-610377,Callao
Harina galletera especial (50 kg),Perú,Chiclayo,320,No,PEN,10164,2024-10-21,Pastelería El Buen Sabor,Galletera,5012.55,Tienda física,33.89,Ruta Centro,UPS,1,4,Distribuidora Andina Sur,Ana Rojas,Nacional,,Terrestre,,
Harina galletera especial (50 kg),Cuba,La Habana,229,No,USD,10175,2024-11-06,Panadería El Malecón,Galletera,5121.59,Tienda física,91.98,Ruta Centro,FedEx,2,2,TransHarinas SAC,María Torres,Exportación,FOB,Aéreo,CONT-624683,Paita
Harina galletera especial (50 kg),Perú,Arequipa,277,No,PEN,10183,2024-11-13,Bodega San Martín,Galletera,2441.04,Tienda física,150.21,Ruta Norte,DHL,4,1,Logística Norte SAC,Miguel Sánchez,Nacional,,Terrestre,,
Harina galletera especial (50 kg),Venezuela,Valencia,229,No,USD,10194,2024-11-25,Supermercado Orinoco,Galletera,4262.08,Tienda física,83.55,Ruta Norte,UPS,2,4,Logística Norte SAC,María Torres,Exportación,CIF,Marítimo,CONT-030293,Matarani
Harina galletera especial (50 kg),Perú,Trujillo,338,No,PEN,10207,2024-12-09,Panadería San José,Galletera,6658.02,Online,228.29,Ruta Centro,DHL,3,2,Harinas Express,Patricia Salazar,Nacional,,Terrestre,,
Harina galletera especial (50 kg),Cuba,La Habana,359,No,USD,10217,2024-02-04,Panadería El Malecón,Galletera,4509.08,Distribuidor,277.38,Ruta Norte,DHL,3,2,Logística Integral Perú,Diego Chávez,Exportación,FOB,Marítimo,CONT-272648,Matarani
Harina galletera especial (50 kg),Perú,Chiclayo,367,No,PEN,10229,2024-03-11,Supermercado Túpac Amaru,Galletera,4716.23,Online,138.66,Ruta Norte,FedEx,0,1,Logística Integral Perú,Lucía Ramírez,Nacional,,Terrestre,,
Harina galletera especial (50 kg),Perú,Chiclayo,296,No,PEN,10245,2024-05-04,Panificadora Andina,Galletera,2390.22,Tienda física,115.8,Ruta Sur,FedEx,0,4,Distribuciones Santa Clara,Juan Pérez,Nacional,,Terrestre,,
Harina galletera especial (50 kg),Perú,Chiclayo,335,No,PEN,10259,2024-06-15,Pastelería La Estrella,Galletera,4666.62,Online,289.23,Ruta Sur,FedEx,0,1,Logística Norte SAC,Ana Rojas,Nacional,,Terrestre,,
Harina galletera especial (50 kg),Perú,Cusco,312,No,PEN,10270,2024-07-19,Panificadora InkaPan,Galletera,5383.08,Tienda física,144.56,Ruta Centro,UPS,3,2,Distribuidora Andina Sur,Carlos Huamán,Nacional,,Terrestre,,
Harina galletera especial (50 kg),Cuba,Santiago de Cuba,395,No,USD,10281,2024-08-19,Panadería El Malecón,Galletera,2482.25,Tienda física,156.93,Ruta Centro,UPS,1,3,Logística Norte SAC,Andrés Quispe,Exportación,DAP,Marítimo,CONT-364843,Matarani
Harina galletera especial (50 kg),Perú,Chiclayo,352,No,PEN,10291,2024-09-08,Pastelería El Buen Sabor,Galletera,5288.64,Online,118.46,Ruta Centro,FedEx,1,3,Harinas Express,María Torres,Nacional,,Terrestre,,
Harina galletera especial (50 kg),Perú,Chiclayo,340,No,PEN,10305,2024-10-13,Panificadora Andina,Galletera,2184.38,Tienda física,274.67,Ruta Centro,UPS,4,5,Distribuciones Santa Clara,María Torres,Nacional,,Terrestre,,
Harina galletera especial (50 kg),Perú,Piura,315,No,PEN,10313,2024-10-22,Supermercado Túpac Amaru,Galletera,2881.76,Distribuidor,179.31,Ruta Sur,UPS,3,3,Logística Norte SAC,Juan Pérez,Nacional,,Terrestre,,
Harina galletera especial (50 kg),Perú,Arequipa,378,No,PEN,10323,2024-11-05,Panadería El Trigal,Galletera,6203.06,Tienda física,233.41,Ruta Norte,FedEx,0,4,Logística Integral Perú,Miguel Sánchez,Nacional,,Terrestre,,
Harina galletera especial (50 kg),Perú,Piura,315,No,PEN,10334,2024-11-19,Bodega Los Olivos,Galletera,6763.47,Distribuidor,247.31,Ruta Sur,DHL,3,5,Distribuciones Santa Clara,Diego Chávez,Nacional,,Terrestre,,
Harina galletera especial (50 kg),Perú,Cusco,289,No,PEN,10347,2024-11-29,Panificadora InkaPan,Galletera,5884.65,Distribuidor,115.72,Ruta Centro,UPS,1,4,TransHarinas SAC,Carmen Vásquez,Nacional,,Terrestre,,
Harina galletera especial (50 kg),Perú,Trujillo,377,No,PEN,10357,2024-12-10,Pastelería La Estrella,Galletera,3559.64,Tienda física,141.43,Ruta Centro,UPS,1,3,Distribuidora Andina Sur,Andrés Quispe,Nacional,,Terrestre,,
Harina galletera especial (50 kg),Perú,Piura,309,Sí,PEN,10370,2024-01-20,Bodega Santa Rosa,Galletera,1668.37,Online,257.57,Ruta Sur,DHL,2,3,Harinas Express,Carlos Huamán,Nacional,,Terrestre,,
Harina galletera especial (50 kg),Perú,Arequipa,248,Sí,PEN,10382,2024-02-17,Panadería San José,Galletera,4890.6,Distribuidor,121.71,Ruta Sur,DHL,2,2,TransHarinas SAC,Carlos Huamán,Nacional,,Terrestre,,
Harina galletera especial (50 kg),Colombia,Cali,394,No,USD,10411,2024-05-01,Supermercado Cafetal,Galletera,5235.72,Online,242.3,Ruta Centro,DHL,4,4,Distribuidora Andina Sur,María Torres,Exportación,DAP,Marítimo,CONT-843455,Matarani
Harina galletera especial (50 kg),Perú,Arequipa,302,No,PEN,10425,2024-05-31,Panificadora Andina,Galletera,4325.16,Distribuidor,283.48,Ruta Norte,FedEx,3,1,Logística Integral Perú,Carmen Vásquez,Nacional,,Terrestre,,
Harina integral (50 kg),Venezuela,Valencia,396,No,USD,10103,2024-01-29,Supermercado Orinoco,Integral,1938.89,Tienda física,194.5,Ruta Centro,DHL,2,2,TransHarinas SAC,Carlos Huamán,Exportación,FOB,Aéreo,CONT-666902,Matarani
Harina integral (50 kg),Perú,Trujillo,283,No,PEN,10113,2024-03-26,Pastelería Dulce Hogar,Integral,2490.5,Tienda física,227.66,Ruta Sur,FedEx,2,4,Distribuidora Andina Sur,Patricia Salazar,Nacional,,Terrestre,,
Harina integral (50 kg),Guatemala,Ciudad de Guatemala,390,No,USD,10126,2024-05-28,Panadería Chapina,Integral,2314.69,Distribuidor,245.43,Ruta Centro,DHL,3,5,Distribuciones Santa Clara,Miguel Sánchez,Exportación,CIF,Aéreo,CONT-923846,Paita
Harina integral (50 kg),Perú,Cusco,237,No,PEN,10140,2024-07-24,Panadería Doña Rosa,Integral,1254.83,Tienda física,256.61,Ruta Centro,DHL,1,4,Logística Integral Perú,Lucía Ramírez,Nacional,,Terrestre,,
Harina integral (50 kg),EEUU,Houston,212,No,USD,10150,2024-09-19,Latin Market Miami,Integral,1282.8,Distribuidor,130.61,Ruta Norte,FedEx,4,5,TransHarinas SAC,Lucía Ramírez,Exportación,CIF,Marítimo,CONT-861568,Matarani
Harina integral (50 kg),Perú,Trujillo,242,No,PEN,10164,2024-10-21,Panificadora InkaPan,Integral,1345.75,Tienda física,34.35,Ruta Centro,FedEx,4,5,Distribuciones Santa Clara,Pedro Castillo,Nacional,,Terrestre,,
Harina integral (50 kg),Perú,Trujillo,238,No,PEN,10174,2024-11-06,Panificadora InkaPan,Integral,2194.22,Online,132.53,Ruta Centro,DHL,4,3,Distribuciones Santa Clara,Miguel Sánchez,Nacional,,Terrestre,,
Harina integral (50 kg),Perú,Arequipa,325,Sí,PEN,10183,2024-11-13,Panificadora InkaPan,Integral,1972.0,Tienda física,208.65,Ruta Centro,DHL,2,1,Logística Integral Perú,Juan Pérez,Nacional,,Terrestre,,
Harina integral (50 kg),Colombia,Medellín,226,No,USD,10194,2024-11-25,Pastelería Antioqueña,Integral,1835.98,Online,146.1,Ruta Sur,DHL,1,4,TransHarinas SAC,Carmen Vásquez,Exportación,FOB,Marítimo,CONT-647817,Matarani
Harina integral (50 kg),Perú,Arequipa,326,No,PEN,10206,2024-12-05,Minimarket Don Lucho,Integral,1119.93,Tienda física,229.71,Ruta Sur,UPS,4,1,Distribuciones Santa Clara,Patricia Salazar,Nacional,,Terrestre,,
Harina integral (50 kg),Perú,Arequipa,362,No,PEN,10215,2024-01-29,Panificadora InkaPan,Integral,2082.88,Online,119.96,Ruta Norte,DHL,3,5,TransHarinas SAC,Diego Chávez,Nacional,,Terrestre,,
Harina integral (50 kg),Guatemala,Ciudad de Guatemala,206,No,USD,10229,2024-03-11,Supermercado Quetzal,Integral,1569.75,Tienda física,197.73,Ruta Centro,FedEx,4,3,TransHarinas SAC,Rosa Fernández,Exportación,CIF,Aéreo,CONT-276813,Paita
Harina integral (50 kg),Perú,Arequipa,367,No,PEN,10245,2024-05-04,Bodega Santa Rosa,Integral,2694.15,Online,72.2,Ruta Sur,UPS,0,1,Distribuidora Andina Sur,Patricia Salazar,Nacional,,Terrestre,,
Harina integral (50 kg),Perú,Piura,222,No,PEN,10258,2024-06-15,Bodega Los Olivos,Integral,1257.27,Distribuidor,229.82,Ruta Norte,FedEx,1,2,Logística Norte SAC,Andrés Quispe,Nacional,,Terrestre,,
Harina integral (50 kg),Perú,Chiclayo,253,No,PEN,10270,2024-07-19,Bodega Santa Rosa,Integral,2567.84,Distribuidor,172.79,Ruta Centro,UPS,0,5,Distribuciones Santa Clara,María Torres,Nacional,,Terrestre,,
Harina integral (50 kg),Perú,Piura,346,No,PEN,10281,2024-08-19,Panificadora Andina,Integral,2634.28,Online,77.14,Ruta Norte,UPS,1,2,Distribuidora Andina Sur,Andrés Quispe,Nacional,,Terrestre,,
Harina integral (50 kg),Chile,Santiago,304,No,USD,10291,2024-09-08,Supermercado Mapocho,Integral,1502.78,Tienda física,101.74,Ruta Norte,FedEx,3,1,TransHarinas SAC,Carlos Huamán,Exportación,FOB,Aéreo,CONT-154797,Matarani
Harina integral (50 kg),Perú,Cusco,210,No,PEN,10304,2024-10-11,Bodega Los Olivos,Integral,1676.2,Online,229.61,Ruta Norte,UPS,2,1,TransHarinas SAC,Andrés Quispe,Nacional,,Terrestre,,
Harina integral (50 kg),Perú,Trujillo,263,No,PEN,10312,2024-10-21,Minimarket Don Lucho,Integral,2217.15,Tienda física,155.13,Ruta Norte,FedEx,2,1,TransHarinas SAC,Lucía Ramírez,Nacional,,Terrestre,,
Harina integral (50 kg),Venezuela,Valencia,276,No,USD,10324,2024-11-05,Supermercado Orinoco,Integral,6832.02,Distribuidor,80.49,Ruta Norte,DHL,1,4,Harinas Express,Lucía Ramírez,Exportación,DAP,Marítimo,CONT-698068,Matarani
Harina integral (50 kg),Colombia,Medellín,287,No,USD,10333,2024-11-18,Pastelería Antioqueña,Integral,1916.64,Tienda física,290.84,Ruta Norte,UPS,4,5,Logística Norte SAC,Carlos Huamán,Exportación,DAP,Marítimo,CONT-265978,Callao
Harina integral (50 kg),Perú,Chiclayo,227,No,PEN,10348,2024-11-01,Panadería El Trigal,Integral,7110.8,Distribuidor,220.24,Ruta Norte,FedEx,0,5,TransHarinas SAC,Ana Rojas,Nacional,,Terrestre,,
Harina integral (50 kg),Perú,Lima,395,No,PEN,10358,2024-12-10,Panadería Doña Rosa,Integral,5302.8,Tienda física,288.0,Ruta Centro,UPS,3,5,Logística Integral Perú,Rosa Fernández,Nacional,,Terrestre,,
Harina integral (50 kg),El Salvador,San Salvador,400,No,USD,10370,2024-01-20,Panadería Cuscatlán,Integral,2730.0,Tienda física,139.59,Ruta Centro,FedEx,4,4,Logística Norte SAC,Rosa Fernández,Exportación,CIF,Marítimo,CONT-730599,Callao
Harina integral (50 kg),Perú,Trujillo,251,No,PEN,10382,2024-02-17,Panadería San José,Integral,7827.3,Tienda física,153.03,Ruta Norte,DHL,2,1,Logística Integral Perú,Luis Gutiérrez,Nacional,,Terrestre,,
Harina integral (50 kg),Perú,Piura,268,No,PEN,10411,2024-05-01,Panificadora Andina,Integral,2095.45,Online,271.43,Ruta Centro,DHL,4,1,Harinas Express,Carmen Vásquez,Nacional,,Terrestre,,
Harina integral (50 kg),Perú,Trujillo,296,No,PEN,10424,2024-05-31,Bodega Los Olivos,Integral,1556.62,Online,167.01,Ruta Norte,UPS,0,2,Logística Norte SAC,Rosa Fernández,Nacional,,Terrestre,,
Harina panadera especial Don Angelo (50 kg),Colombia,Cali,304,No,USD,10108,2024-03-03,Pastelería Antioqueña,Panadera,5565.12,Distribuidor,218.04,Ruta Centro,UPS,2,4,Distribuciones Santa Clara,Diego Chávez,Exportación,CIF,Marítimo,CONT-590720,Callao
Harina panadera especial Don Angelo (50 kg),Perú,Arequipa,345,No,PEN,10122,2024-05-08,Pastelería El Buen Sabor,Panadera,3583.16,Distribuidor,90.61,Ruta Sur,FedEx,1,3,Logística Integral Perú,Lucía Ramírez,Nacional,,Terrestre,,
Harina panadera especial Don Angelo (50 kg),Chile,Concepción,286,No,USD,10135,2024-07-02,Distribuidora Andina Chile,Panadera,4705.18,Online,145.08,Ruta Norte,FedEx,3,4,TransHarinas SAC,Diego Chávez,Exportación,DAP,Aéreo,CONT-393598,Callao
Harina panadera especial Don Angelo (50 kg),Perú,Arequipa,396,No,PEN,10146,2024-09-03,Panificadora InkaPan,Panadera,4444.54,Distribuidor,54.57,Ruta Sur,UPS,3,2,Logística Integral Perú,Miguel Sánchez,Nacional,,Terrestre,,
Harina panadera especial Don Angelo (50 kg),Perú,Lima,221,No,PEN,10159,2024-10-10,Pastelería Dulce Hogar,Panadera,4618.88,Online,77.67,Ruta Norte,FedEx,2,2,Harinas Express,Miguel Sánchez,Nacional,,Terrestre,,
Harina panadera especial Don Angelo (50 kg),Perú,Trujillo,257,No,PEN,10169,2024-11-04,Supermercado El Sol,Panadera,4910.4,Tienda física,20.26,Ruta Norte,FedEx,1,2,Logística Norte SAC,Miguel Sánchez,Nacional,,Terrestre,,
Harina panadera especial Don Angelo (50 kg),Venezuela,Caracas,341,No,USD,10180,2024-11-11,Supermercado Orinoco,Panadera,5565.12,Distribuidor,30.99,Ruta Sur,FedEx,0,1,Logística Norte SAC,Carlos Huamán,Exportación,FOB,Aéreo,CONT-064460,Matarani
Harina panadera especial Don Angelo (50 kg),Perú,Arequipa,295,No,PEN,10191,2024-11-20,Panificadora InkaPan,Panadera,4237.76,Distribuidor,293.64,Ruta Sur,UPS,3,3,Logística Norte SAC,Diego Chávez,Nacional,,Terrestre,,
Harina panadera especial Don Angelo (50 kg),Perú,Lima,377,No,PEN,10211,2024-01-15,Minimarket Don Lucho,Panadera,5673.58,Online,87.86,Ruta Sur,DHL,2,2,Logística Norte SAC,Juan Pérez,Nacional,,Terrestre,,
Harina panadera especial Don Angelo (50 kg),Perú,Trujillo,285,No,PEN,10225,2024-02-22,Pastelería El Buen Sabor,Panadera,5260.15,Distribuidor,205.73,Ruta Norte,DHL,3,5,Logística Norte SAC,Carmen Vásquez,Nacional,,Terrestre,,
Harina panadera especial Don Angelo (50 kg),Chile,Santiago,382,No,USD,10238,2024-04-09,Supermercado Mapocho,Panadera,6350.96,Distribuidor,254.95,Ruta Sur,FedEx,1,1,Distribuciones Santa Clara,Ana Rojas,Exportación,FOB,Marítimo,CONT-733824,Paita
Harina panadera especial Don Angelo (50 kg),Perú,Chiclayo,212,No,PEN,10252,2024-05-26,Supermercado Mi Perú,Panadera,3559.4,Tienda física,174.18,Ruta Sur,UPS,0,3,Logística Norte SAC,María Torres,Nacional,,Terrestre,,
Harina panadera especial Don Angelo (50 kg),Perú,Trujillo,400,No,PEN,10264,2024-06-30,Supermercado Mi Perú,Panadera,2410.6,Distribuidor,62.88,Ruta Centro,FedEx,1,5,Harinas Express,Miguel Sánchez,Nacional,,Terrestre,,
Harina panadera especial Don Angelo (50 kg),Perú,Lima,202,No,PEN,10276,2024-08-02,Panificadora InkaPan,Panadera,5713.92,Tienda física,223.87,Ruta Centro,DHL,4,3,Harinas Express,Andrés Quispe,Nacional,,Terrestre,,
Harina panadera especial Don Angelo (50 kg),Perú,Cusco,395,No,PEN,10287,2024-08-30,Pastelería Dulce Hogar,Panadera,4300.32,Online,188.07,Ruta Sur,FedEx,1,3,Logística Norte SAC,Miguel Sánchez,Nacional,,Terrestre,,
Harina panadera especial Don Angelo (50 kg),Perú,Arequipa,377,No,PEN,10299,2024-09-30,Bodega Los Olivos,Panadera,7947.31,Distribuidor,224.75,Ruta Sur,DHL,1,5,Logística Integral Perú,Ana Rojas,Nacional,,Terrestre,,
Harina panadera especial Don Angelo (50 kg),Perú,Arequipa,400,No,PEN,10310,2024-10-16,Panificadora Andina,Panadera,5356.8,Tienda física,235.53,Ruta Sur,UPS,3,4,TransHarinas SAC,Luis Gutiérrez,Nacional,,Terrestre,,
Harina panadera especial Don Angelo (50 kg),Perú,Lima,208,No,PEN,10319,2024-11-03,Supermercado Mi Perú,Panadera,7901.1,Online,293.11,Ruta Sur,FedEx,1,3,TransHarinas SAC,Juan Pérez,Nacional,,Terrestre,,
Harina panadera especial Don Angelo (50 kg),Perú,Cusco,280,No,PEN,10330,2024-11-16,Supermercado Mi Perú,Panadera,6101.0,Distribuidor,180.6,Ruta Centro,UPS,2,4,Distribuidora Andina Sur,Diego Chávez,Nacional,,Terrestre,,
Harina panadera especial Don Angelo (50 kg),Perú,Trujillo,315,No,PEN,10342,2024-11-24,Supermercado Mi Perú,Panadera,6276.46,Online,115.66,Ruta Norte,FedEx,3,3,Logística Integral Perú,Pedro Castillo,Nacional,,Terrestre,,
Harina panadera especial Don Angelo (50 kg),Perú,Trujillo,259,No,PEN,10355,2024-12-07,Minimarket Don Lucho,Panadera,4203.5,Distribuidor,201.57,Ruta Sur,FedEx,3,5,Distribuidora Andina Sur,María Torres,Nacional,,Terrestre,,
Harina panadera especial Don Angelo (50 kg),Guatemala,Ciudad de Guatemala,362,No,USD,10363,2024-01-06,Supermercado Quetzal,Panadera,1629.04,Online,39.16,Ruta Sur,FedEx,4,3,TransHarinas SAC,Rosa Fernández,Exportación,FOB,Aéreo,CONT-527640,Matarani
Harina panadera especial Don Angelo (50 kg),Perú,Arequipa,240,Sí,PEN,10378,2024-02-10,Minimarket Don Lucho,Panadera,3289.86,Online,271.27,Ruta Centro,FedEx,2,2,Logística Norte SAC,Pedro Castillo,Nacional,,Terrestre,,
Harina panadera especial Don Angelo (50 kg),Perú,Piura,308,No,PEN,10390,2024-03-04,Pastelería El Buen Sabor,Panadera,6862.94,Tienda física,53.43,Ruta Sur,FedEx,1,2,TransHarinas SAC,Miguel Sánchez,Nacional,,Terrestre,,
Harina panadera especial Doña Angélica (50 kg),Cuba,Santiago de Cuba,379,No,USD,10110,2024-03-18,Bodega Habana Centro,Panadera,2574.18,Online,111.8,Ruta Sur,UPS,4,3,Logística Norte SAC,Pedro Castillo,Exportación,DAP,Marítimo,CONT-477598,Paita
Harina panadera especial Doña Angélica (50 kg),EEUU,Miami,257,No,USD,10124,2024-05-21,Andes Bakery LA,Panadera,1327.79,Distribuidor,248.41,Ruta Centro,UPS,2,5,Distribuciones Santa Clara,Andrés Quispe,Exportación,DAP,Aéreo,CONT-635791,Paita
Harina panadera especial Doña Angélica (50 kg),Chile,Santiago,273,No,USD,10148,2024-09-11,Panadería La Vega,Panadera,2356.25,Distribuidor,187.25,Ruta Sur,DHL,4,5,Distribuciones Santa Clara,Ana Rojas,Exportación,DAP,Marítimo,CONT-764406,Paita
Harina panadera especial Doña Angélica (50 kg),EEUU,Houston,247,No,USD,10161,2024-10-17,Andes Bakery LA,Panadera,2013.5,Tienda física,130.22,Ruta Sur,FedEx,0,1,Harinas Express,Miguel Sánchez,Exportación,FOB,Aéreo,CONT-376173,Callao
Harina panadera especial Doña Angélica (50 kg),Perú,Arequipa,311,No,PEN,10173,2024-11-05,Panadería San José,Panadera,2807.22,Distribuidor,152.56,Ruta Centro,DHL,1,5,Distribuidora Andina Sur,Ana Rojas,Nacional,,Terrestre,,
Harina panadera especial Doña Angélica (50 kg),Perú,Lima,253,No,PEN,10182,2024-11-12,Supermercado Túpac Amaru,Panadera,3072.96,Distribuidor,259.27,Ruta Norte,UPS,4,4,Distribuidora Andina Sur,Carlos Huamán,Nacional,,Terrestre,,
Harina panadera especial Doña Angélica (50 kg),Perú,Trujillo,322,No,PEN,10193,2024-11-21,Panadería El Trigal,Panadera,1906.5,Distribuidor,115.2,Ruta Sur,DHL,0,3,Harinas Express,Juan Pérez,Nacional,,Terrestre,,
Harina panadera especial Doña Angélica (50 kg),Perú,Cusco,333,No,PEN,10204,2024-12-02,Pastelería Dulce Hogar,Panadera,3431.7,Online,263.5,Ruta Sur,UPS,1,2,TransHarinas SAC,Carmen Vásquez,Nacional,,Terrestre,,
